id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_9447;Sindi linn;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr118;9;2
id_10949;Tallinn 6;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr875;89;45
id_10558;Tallinn 4;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr494;4;3
id_4910;L¸ganuse vald;Ida-Viru;Valimisliit Hooliv Vald;Muu;nr109;4;3
id_3362;Kohila vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;5;2
id_3995;Kuressaare linn;Saare;Eesti Keskerakond;Eesti Keskerakond;nr101;203;9
id_763;Emmaste vald;Hiiu;Valimisliit ‹HTNE EMMASTE;Muu;nr115;6;1
id_7614;P‰rnu linn;P‰rnu;Toomas Kivim‰gi Valimisliit;Muu;nr221;149;47
id_1786;Jıgeva linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr193;5;1
id_12044;Tartu linn;Tartu linn;Valimisliit Vabakund;Muu;nr233;98;43
id_2413;Kanepi vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr148;4;1
id_6366;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr219;44;2
id_12849;Vaivara vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr147;1;0
id_10199;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1000;15;1
id_13164;Varstu vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr128;65;18
id_9979;Tallinn 1;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1395;12;4
id_10813;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1139;764;56
id_5843;Narva linn;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr222;12;0
id_6248;Otep‰‰ vald;Valga;Valimisliit Otep‰‰ Kodanik;Muu;nr175;32;14
id_1426;Hiiu vald;Hiiu;Valimisliit Surf ja Seiklus;Muu;nr108;10;3
id_4530;Leisi vald;Saare;Valimisliit Koduvald Leisi;Muu;nr124;15;10
id_2515;Karksi vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr142;9;1
id_5005;Maardu linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr122;18;1
id_4783;Luunja vald;Tartu;Valimisliit Uus Luunja;Muu;nr129;20;3
id_3277;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr197;52;9
id_4601;Lihula vald;L‰‰ne;Valimisliit Lihula Konservatiivne Vaba Kodanik;Muu;nr118;16;4
id_3159;Kiviıli linn;Ida-Viru;Valimisliit KODUKANT;Muu;nr105;47;5
id_12595;Tıstamaa vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr105;6;0
id_6086;Nıo vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr108;2;0
id_12522;Tırva linn;Valga;Valimisliit "T’RVAKAD";Muu;nr101;31;5
id_6657;Pala vald;Jıgeva;Valimisliit Pala - meie koduvald;Muu;nr107;10;0
id_11609;Tapa vald;L‰‰ne-Viru;Valimisliit Vaba Kodanik;Muu;nr133;7;1
id_2010;Jıhvi vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr144;50;1
id_1005;Halinga vald;P‰rnu;Valimisliit Koduvald;Muu;nr122;38;5
id_9704;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr112;9;0
id_2166;Kaarma vald;Saare;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr120;25;5
id_8352;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr128;18;8
id_14403;Vıru vald;Vıru;Valimisliit VALLA EEST;Muu;nr128;57;3
id_12931;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr136;51;8
id_4655;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr122;3;0
id_11619;Tapa vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr116;1;0
id_9170;Saue vald;Harju;Valimisliit "Meie Vald";Muu;nr148;84;26
id_14594;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndralane;Muu;nr136;5;0
id_3657;Koonga vald;P‰rnu;Valimisliit Koduvald Koonga;Muu;nr111;27;2
id_6682;Pala vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr132;19;0
id_4211;Kılleste vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr123;9;4
id_380;Anija vald;Harju;Valimisliit Anija ‹hendus;Muu;nr110;94;30
id_2694;Kehtna vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr135;6;0
id_5045;Maardu linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr134;2;0
id_7039;Puhja vald;Tartu;Valimisliit Nr 1;Muu;nr114;32;5
id_12399;Torma vald;Jıgeva;Valimisliit MEIE INIMESED;Muu;nr102;19;1
id_6347;Paide linn;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr105;107;13
id_14442;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr163;20;0
id_6597;Pajusi vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr135;10;2
id_7309;Pılva vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr226;1;1
id_5723;Narva-Jıesuu linn;Ida-Viru;Valimisliit ‹htne Narva-Jıesuu;Muu;nr142;5;0
id_4198;Kuusalu vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr138;12;4
id_14389;Vıru vald;Vıru;Valimisliit VALLA EEST;Muu;nr136;61;9
id_5600;M‰ksa vald;Tartu;‹ksikkandidaat;Muu;nr143;5;1
id_4119;Kuusalu vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr110;8;3
id_13131;Varstu vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;12;2
id_9562;Suure-Jaani vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr140;32;2
id_6721;Palamuse vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr136;35;3
id_1565;Imavere vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr104;21;3
id_13504;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr110;40;11
id_9060;Saue vald;Harju;Saue valla valimisliit "Koostˆˆ";Muu;nr118;17;5
id_5774;Narva-Jıesuu linn;Ida-Viru;Valimisliit "Lemmik linn";Muu;nr119;11;4
id_9733;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr101;44;6
id_13751;Viljandi linn;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr249;18;1
id_6416;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr246;3;1
id_11915;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr212;23;5
id_392;Anija vald;Harju;Valimisliit "Koostˆˆs edasi";Muu;nr161;2;1
id_1572;Imavere vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr139;10;2
id_1616;Juuru vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr108;1;0
id_8846;Saku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr109;37;9
id_3516;Kohtla vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr116;8;2
id_3808;Kose vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr207;45;11
id_7653;P‰rnu linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr163;22;0
id_729;Elva linn;Tartu;Valimisliit Elva;Muu;nr149;11;4
id_3615;Konguta vald;Tartu;Valimisliit Ettevıtlik Konguta;Muu;nr106;11;4
id_6026;Noarootsi vald;L‰‰ne;Valimisliit MEIE ‹HINE NOAROOTSI;Muu;nr113;29;5
id_2700;Kehtna vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr152;73;5
id_2831;Keila vald;Harju;Valimisliit "Oma k¸la";Muu;nr188;3;3
id_9437;Sindi linn;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr121;9;2
id_2940;Kernu vald;Harju;Kernu Vallarahva Valimisliit;Muu;nr148;15;4
id_12;Abja vald;Viljandi;Koduvald Abja valimisliit;Muu;nr171;13;1
id_12670;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr215;9;2
id_8638;R‰gavere vald;L‰‰ne-Viru;Valimisliit R‰gavere Vald;Muu;nr105;6;1
id_8166;Rakvere linn;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr181;12;0
id_8456;Roosna-Alliku vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr107;18;8
id_7762;Raasiku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr104;18;7
id_2586;Kasep‰‰ vald;Jıgeva;Valimisliit Kohalik Rahvas;Muu;nr130;0;0
id_13468;Viimsi vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr193;141;24
id_3548;Koigi vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr126;2;1
id_1201;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr168;20;2
id_5798;Narva linn;Ida-Viru;‹ksikkandidaat;Muu;nr285;67;4
id_11038;Tallinn 6;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1221;36;6
id_13242;Vastse-Kuuste vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr110;15;10
id_4558;Lihula vald;L‰‰ne;Valimisliit Lihula Areng;Muu;nr136;24;1
id_7219;Pıltsamaa linn;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr132;582;75
id_12705;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr212;9;6
id_10258;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr440;6;1
id_10818;Tallinn 5;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1511;16;8
id_4230;Kılleste vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr132;3;0
id_14656;V‰rska vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr104;3;1
id_1031;Haljala vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr102;10;2
id_3729;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr143;10;1
id_2490;Kareda vald;J‰rva;Valimisliit Kodupaik Kareda;Muu;nr105;14;8
id_8178;Rakvere linn;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr175;13;2
id_513;Are vald;P‰rnu;Valimisliit ‹htne Koduvald;Muu;nr120;10;0
id_14540;V‰ndra vald;P‰rnu;Valimisliit Tasakaal;Muu;nr149;10;3
id_13014;Valjala vald;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr119;16;3
id_11854;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr197;69;19
id_4585;Lihula vald;L‰‰ne;Valimisliit Lihula Konservatiivne Vaba Kodanik;Muu;nr127;19;1
id_8462;Roosna-Alliku vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr131;11;4
id_3275;Kohila vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr101;37;11
id_5963;Narva linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr246;18;0
id_2441;Kanepi vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr125;32;12
id_9185;Saue vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr234;11;0
id_6851;Paldiski linn;Harju;Valimisliit UUS LAINE;Muu;nr250;6;0
id_9630;Sımerpalu vald;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr110;10;1
id_571;Aseri vald;Ida-Viru;Valimisliit Serviti;Muu;nr109;20;4
id_2716;Keila linn;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr162;11;3
id_615;Audru vald;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr154;16;5
id_3727;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr163;2;0
id_7708;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr112;5;1
id_8536;Rıngu vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr158;16;2
id_13448;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr122;4;0
id_6258;Otep‰‰ vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr112;12;0
id_11960;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr472;76;11
id_3547;Koigi vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr124;5;2
id_6252;Otep‰‰ vald;Valga;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr163;3;0
id_11560;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr189;4;1
id_10868;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1187;51;1
id_8732;Saarde vald;P‰rnu;VALIMISLIIT  KODUVALD;Muu;nr168;8;0
id_12691;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr226;7;4
id_3388;Kohtla-J‰rve linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr189;13;1
id_11303;Tallinn 8;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr300;54;23
id_10730;Tallinn 5;Tallinna linn;‹ksikkandidaat;Muu;nr1669;24;2
id_9799;Tahkuranna vald;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr154;3;2
id_4837;L‰‰ne-Nigula vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr103;5;2
id_8126;Rakvere linn;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr108;74;19
id_8377;Rapla vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr114;19;5
id_10533;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1114;37;2
id_5341;Muhu vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr131;4;1
id_4628;Lohusuu vald;Ida-Viru;VALIMISLIIT TASAKAAL;Muu;nr135;61;15
id_7700;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr115;7;3
id_10775;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1175;21;0
id_1087;Halliste vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr108;16;3
id_9758;Taheva vald;Valga;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr107;3;1
id_12391;Torma vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr126;17;2
id_1968;Jıhvi vald;Ida-Viru;Valimisliit Jıhvi Heaks;Muu;nr107;74;9
id_6437;Paide linn;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr166;7;4
id_5353;Muhu vald;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr118;19;8
id_2558;Karula vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr117;14;4
id_12892;Valga linn;Valga;Eesti Reformierakond;Eesti Reformierakond;nr197;22;5
id_6837;Paldiski linn;Harju;Sıltumatu Valimisliit;Muu;nr194;56;6
id_12879;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr168;6;0
id_7748;Raasiku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr134;49;13
id_13703;Viljandi linn;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr125;13;4
id_11521;Tapa vald;L‰‰ne-Viru;Valimisliit Valgejıgi;Muu;nr239;6;2
id_921;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr173;2;1
id_4000;Kuressaare linn;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr118;45;9
id_8851;Saku vald;Harju;Valimisliit V‰ikelinn Saku;Muu;nr168;43;25
id_7033;Puhja vald;Tartu;Valimisliit Optimistid;Muu;nr143;29;5
id_1001;Halinga vald;P‰rnu;Valimisliit Koduvald;Muu;nr135;30;2
id_13693;Viljandi linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr183;16;5
id_10871;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1151;9;1
id_7425;Pılva vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr105;70;12
id_8574;Rıuge vald;Vıru;Valimisliit Koduvald Rıuge;Muu;nr120;8;2
id_1974;Jıhvi vald;Ida-Viru;Valimisliit Jıhvi-meie kodu;Muu;nr201;19;0
id_8245;Rakvere vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr114;36;11
id_11932;Tartu linn;Tartu linn;Valimisliit Vabakund;Muu;nr226;32;14
id_4510;Lasva vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr104;9;0
id_6201;Otep‰‰ vald;Valga;Valimisliit Otep‰‰;Muu;nr140;24;2
id_9083;Saue vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr251;3;0
id_8373;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr130;31;9
id_14359;Vıru linn;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr155;13;4
id_9270;Sauga vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr146;16;0
id_421;Anija vald;Harju;Valimisliit "Koostˆˆs edasi";Muu;nr151;5;2
id_5526;Mıniste vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr136;22;4
id_1808;Jıgeva linn;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr127;2;1
id_2503;Karksi vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr149;13;1
id_6099;Nıo vald;Tartu;N’O.EU VALIMISLIIT;Muu;nr121;46;17
id_10192;Tallinn 2;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1591;6;1
id_2926;Keila vald;Harju;Valimisliit "Oma k¸la";Muu;nr196;1;1
id_86;Aegviidu vald;Harju;Valimisliit AINULT ‹KS AEGVIIDU;Muu;nr107;19;2
id_9449;Sindi linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr154;15;1
id_7898;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr144;6;1
id_2548;Karula vald;Valga;‹ksikkandidaat;Muu;nr125;14;2
id_646;Avinurme vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr101;59;11
id_5636;M‰rjamaa vald;Rapla;Valimisliit M‰rjamaa;Muu;nr159;151;25
id_1075;Halliste vald;Viljandi;Valimisliit Koduvald;Muu;nr146;6;3
id_9606;Sımerpalu vald;Vıru;Valimisliit KODUVALLA HEAKS;Muu;nr127;17;4
id_6409;Paide linn;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr128;10;6
id_11804;Tartu linn;Tartu linn;Valimisliit Vabakund;Muu;nr267;17;5
id_3316;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr222;5;1
id_7137;Puurmani vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr129;25;9
id_14120;Vıhma linn;Viljandi;Valimisliit Kodulinn Vıhma;Muu;nr136;3;1
id_8443;Ridala vald;L‰‰ne;VALIMISLIIT ‹HTNE RIDALA;Muu;nr116;21;6
id_12144;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr192;42;14
id_14570;V‰ndra vald;P‰rnu;Valimisliit Tasakaal;Muu;nr155;14;1
id_11730;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr196;49;9
id_11072;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr252;145;70
id_648;Avinurme vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr112;9;1
id_1121;Hanila vald;L‰‰ne;Valimisliit Koduvald;Muu;nr103;36;10
id_10307;Tallinn 3;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1457;13;3
id_9700;Tabivere vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr139;2;1
id_8440;Ridala vald;L‰‰ne;VALIMISLIIT ‹HTNE RIDALA;Muu;nr102;74;12
id_12453;Tılliste vald;Valga;Valimisliit Tılliste Edukaks;Muu;nr114;0;0
id_11935;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr439;237;112
id_9557;Suure-Jaani vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr172;32;2
id_3317;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr195;15;3
id_14615;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndra;Muu;nr105;56;10
id_3435;Kohtla-J‰rve linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr140;413;16
id_12439;Tudulinna vald;Ida-Viru;Eesti Konservatiivne Rahvaerakond;Muu;nr117;4;0
id_13270;Vastseliina vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr103;35;2
id_8385;Rapla vald;Rapla;Valimisliit Rapla Vallakodanike Liit;Muu;nr189;77;16
id_13039;Vara vald;Tartu;Valimisliit Koduvald;Muu;nr141;6;2
id_13743;Viljandi linn;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr260;26;0
id_9340;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr153;12;1
id_6660;Pala vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr128;3;0
id_10374;Tallinn 3;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1446;26;9
id_13150;Varstu vald;Vıru;‹ksikkandidaat;Muu;nr142;29;9
id_7359;Pılva vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr243;14;8
id_9549;Suure-Jaani vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr106;27;14
id_3372;Kohtla-J‰rve linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr103;554;48
id_6463;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr233;6;0
id_2655;Kehtna vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr148;37;9
id_13961;Vinni vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr196;1;1
id_6997;Piirissaare vald;Tartu;Valimisliit "Kodupaik";Muu;nr104;4;1
id_8425;Ridala vald;L‰‰ne;VALIMISLIIT ‹HTNE RIDALA;Muu;nr114;16;5
id_12655;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr125;28;3
id_12498;Tılliste vald;Valga;Valimisliit Tılliste Edukaks;Muu;nr111;9;3
id_6616;Pajusi vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr126;5;1
id_14750;‹lenurme vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr126;4;0
id_4619;Lohusuu vald;Ida-Viru;VALIMISLIIT TASAKAAL;Muu;nr140;6;0
id_8209;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr307;1;0
id_55;Abja vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr145;8;3
id_10855;Tallinn 5;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1627;22;4
id_11662;Tartu linn;Tartu linn;Eesti Konservatiivne Rahvaerakond;Muu;nr299;5;0
id_12124;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr197;29;3
id_2498;Karksi vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr109;23;12
id_3793;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr112;7;1
id_8840;Saare vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr131;11;1
id_1532;Iisaku vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr115;130;23
id_4249;Kıo vald;Viljandi;Valimisliit Koduvald;Muu;nr115;13;2
id_11261;Tallinn 8;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr325;97;52
id_7207;Pıltsamaa linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr161;4;1
id_6188;Orissaare vald;Saare;Valimisliit Meie Orissaare;Muu;nr139;62;14
id_14026;Vinni vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr154;5;1
id_10212;Tallinn 2;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr156;7;2
id_3707;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr196;0;0
id_1226;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr166;38;9
id_3399;Kohtla-J‰rve linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr117;57;18
id_3530;Koigi vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr117;24;4
id_13775;Viljandi vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr146;45;13
id_1510;H‰‰demeeste vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr121;4;1
id_9410;Sindi linn;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr105;17;6
id_12297;Toila vald;Ida-Viru;Valimisliit Mu kodu on Toila vallas;Muu;nr102;13;2
